CustomerID,Recency,Frequency,Monetary,total_quantity,avg_quantity_per_order,avg_unit_price,product_variety,country,first_purchase,last_purchase,purchase_days,customer_lifetime,Cluster,Segment_Name
12379.0,82,2,852.24,407,10.175,2.86625,39,Belgium,2011-06-22,2011-09-19,2,89,0,Champions
12380.0,22,4,2724.81,1127,10.836538461538462,3.378653846153846,77,Belgium,2011-06-07,2011-11-18,4,164,3,At Risk
12381.0,5,5,1845.31,808,9.28735632183908,4.683218390804598,70,Norway,2011-08-12,2011-12-05,5,115,3,At Risk
12383.0,185,5,1850.56,1532,15.474747474747474,3.086969696969697,84,Belgium,2010-12-22,2011-06-08,5,168,3,At Risk
12384.0,29,2,585.27,126,4.666666666666667,7.87925925925926,26,Switzerland,2011-08-10,2011-11-11,2,93,0,Champions
12386.0,338,2,401.9,354,35.4,2.391,10,Australia,2010-12-08,2011-01-06,2,29,0,Champions
12388.0,16,6,2780.66,1462,14.62,2.7777,57,Australia,2011-01-17,2011-11-24,6,311,3,At Risk
12390.0,80,1,549.84,353,11.03125,3.996875,32,Belgium,2011-09-21,2011-09-21,1,0,0,Champions
12391.0,22,1,439.66,293,3.150537634408602,2.416774193548387,92,Cyprus,2011-11-18,2011-11-18,1,0,0,Champions
12393.0,73,4,1582.6000000000001,816,12.75,2.2796875,47,Australia,2011-01-11,2011-09-28,4,260,3,At Risk
12394.0,64,2,1272.48,819,30.333333333333332,3.3707407407407404,26,Belgium,2011-05-06,2011-10-07,2,154,0,Champions
12395.0,20,12,3018.63,2118,13.576923076923077,3.9688461538461537,91,Belgium,2010-12-03,2011-11-20,11,352,3,At Risk
12397.0,36,2,2409.9,1263,10.023809523809524,3.4682539682539684,110,Belgium,2011-07-27,2011-11-04,2,100,3,At Risk
12398.0,46,1,1635.6599999999999,1394,16.4,1.992705882352941,85,Switzerland,2011-10-25,2011-10-25,1,0,0,Champions
12399.0,120,4,1108.65,1178,19.966101694915253,2.1145762711864404,47,Belgium,2011-03-23,2011-08-12,4,142,3,At Risk
12401.0,304,1,84.3,11,2.2,9.68,5,Belgium,2011-02-09,2011-02-09,1,0,0,Champions
12402.0,324,1,225.6,94,8.545454545454545,3.290909090909091,11,Belgium,2011-01-20,2011-01-20,1,0,0,Champions
12403.0,50,1,427.7,96,19.2,7.080000000000001,5,Denmark,2011-10-21,2011-10-21,1,0,0,Champions
12405.0,149,1,1710.39,857,15.87037037037037,3.5442592592592597,54,Finland,2011-07-14,2011-07-14,1,0,0,Champions
12406.0,23,2,3415.3,1818,17.314285714285713,2.487047619047619,92,Denmark,2011-06-09,2011-11-17,2,161,3,At Risk
12407.0,50,5,1708.1200000000001,1416,18.38961038961039,3.2674025974025973,57,Belgium,2011-03-20,2011-10-21,5,215,3,At Risk
12408.0,33,5,2888.55,1409,13.41904761904762,3.0228571428571427,81,Belgium,2011-03-24,2011-11-07,4,228,3,At Risk
12409.0,79,3,11072.67,5551,50.92660550458716,3.574495412844037,91,Switzerland,2011-06-10,2011-09-22,3,104,2,Potential Loyalists
12410.0,309,2,693.3299999999999,211,8.115384615384615,6.335384615384616,26,Switzerland,2011-02-04,2011-02-04,1,0,0,Champions
12412.0,75,3,1226.88,829,13.59016393442623,2.7137704918032783,43,Denmark,2011-06-23,2011-09-26,3,95,0,Champions
12413.0,67,3,758.1,286,7.526315789473684,4.798421052631579,29,France,2011-01-06,2011-10-04,3,271,3,At Risk
12414.0,218,3,562.41,300,16.666666666666668,8.57,16,Austria,2011-02-02,2011-05-06,3,93,0,Champions
12417.0,4,9,3649.1,1552,8.083333333333334,5.337916666666666,158,Belgium,2010-12-17,2011-12-06,9,354,3,At Risk
12418.0,113,1,668.58,407,11.970588235294118,3.5644117647058824,34,Switzerland,2011-08-19,2011-08-19,1,0,0,Champions
12420.0,64,1,600.39,345,11.89655172413793,4.707241379310345,29,Cyprus,2011-10-07,2011-10-07,1,0,0,Champions
12421.0,16,4,807.04,484,10.755555555555556,4.520222222222222,32,Spain,2011-01-24,2011-11-24,4,304,3,At Risk
12422.0,96,3,803.5600000000001,370,9.487179487179487,3.26025641025641,39,Australia,2011-01-19,2011-09-05,3,229,3,At Risk
12423.0,1,8,1859.31,1339,10.712,2.9135999999999997,97,Belgium,2010-12-21,2011-12-09,8,353,3,At Risk
12424.0,163,2,1760.96,740,24.666666666666668,2.780666666666667,30,Australia,2011-06-30,2011-06-30,1,0,0,Champions
12425.0,79,1,777.2,496,13.777777777777779,2.5644444444444443,36,Portugal,2011-09-22,2011-09-22,1,0,0,Champions
12426.0,195,1,582.73,258,8.6,3.9363333333333332,30,Germany,2011-05-29,2011-05-29,1,0,0,Champions
12427.0,22,3,825.8,533,17.193548387096776,4.589032258064516,26,Germany,2010-12-03,2011-11-18,3,350,3,At Risk
12428.0,26,9,7956.46,3536,12.02721088435374,4.627414965986395,258,Finland,2011-03-01,2011-11-14,7,258,2,Potential Loyalists
12429.0,10,4,3750.4,1557,16.051546391752577,3.6307216494845362,82,Denmark,2010-12-09,2011-11-30,4,356,3,At Risk
12430.0,44,1,256.4,117,10.636363636363637,6.225454545454546,11,Norway,2011-10-27,2011-10-27,1,0,0,Champions
12431.0,36,15,6419.95,2908,12.374468085106383,3.756340425531915,163,Australia,2010-12-01,2011-11-04,14,338,2,Potential Loyalists
12432.0,43,5,5059.32,1801,16.675925925925927,10.550833333333333,107,Norway,2011-06-20,2011-10-28,3,130,3,At Risk
12433.0,1,7,13375.87,11071,26.35952380952381,2.1927380952380955,219,Norway,2010-12-01,2011-12-09,6,373,2,Potential Loyalists
12434.0,85,2,806.14,394,7.88,3.6726,46,Australia,2011-03-24,2011-09-16,2,176,0,Champions
12435.0,80,2,7829.89,2055,57.083333333333336,5.479166666666667,31,Denmark,2011-03-17,2011-09-21,2,188,3,At Risk
12436.0,100,1,509.01,211,13.1875,5.2675,16,Norway,2011-09-01,2011-09-01,1,0,0,Champions
12437.0,2,18,4951.41,2923,14.615,3.9925,119,France,2011-01-12,2011-12-08,15,330,2,Potential Loyalists
12438.0,15,2,2906.85,1180,12.040816326530612,3.894897959183673,84,Norway,2011-07-22,2011-11-25,2,126,3,At Risk
12441.0,367,1,173.55,121,11.0,3.700909090909091,11,France,2010-12-08,2010-12-08,1,0,0,Champions
12442.0,4,1,172.06,182,15.166666666666666,3.34,12,Spain,2011-12-06,2011-12-06,1,0,0,Champions
12444.0,22,5,5005.46,1155,6.52542372881356,6.32276836158192,138,Norway,2011-06-21,2011-11-18,5,150,3,At Risk
12445.0,23,1,133.4,62,15.5,7.9875,4,Spain,2011-11-17,2011-11-17,1,0,0,Champions
12446.0,58,1,1002.3100000000001,352,6.068965517241379,4.277586206896552,58,RSA,2011-10-13,2011-10-13,1,0,0,Champions
12447.0,244,1,476.49,190,7.3076923076923075,3.5742307692307693,26,Belgium,2011-04-10,2011-04-10,1,0,0,Champions
12448.0,45,1,449.45,243,11.045454545454545,5.951818181818182,22,Spain,2011-10-26,2011-10-26,1,0,0,Champions
12449.0,23,4,4067.29,1553,8.13089005235602,3.694712041884817,118,Belgium,2011-06-05,2011-11-17,4,165,3,At Risk
12450.0,157,2,197.88,128,16.0,1.6175,7,Spain,2011-06-19,2011-07-06,2,17,0,Champions
12451.0,11,5,9035.52,6575,18.573446327683616,2.450084745762712,265,Switzerland,2011-01-19,2011-11-29,5,314,2,Potential Loyalists
12452.0,17,2,430.57,185,8.409090909090908,4.485,21,Switzerland,2011-11-23,2011-11-23,1,0,0,Champions
12453.0,135,1,707.09,473,11.0,2.393255813953488,43,Austria,2011-07-28,2011-07-28,1,0,0,Champions
12454.0,57,1,3528.34,1006,67.06666666666666,7.282,15,Spain,2011-10-14,2011-10-14,1,0,0,Champions
12455.0,74,6,2466.86,2089,23.211111111111112,3.173333333333334,85,Cyprus,2011-02-16,2011-09-27,6,223,3,At Risk
12456.0,45,3,3181.04,1633,13.064,3.62456,105,Switzerland,2011-03-30,2011-10-26,3,210,3,At Risk
12457.0,67,7,2363.23,844,13.396825396825397,5.2720634920634915,53,Switzerland,2011-04-14,2011-10-04,7,173,3,At Risk
12458.0,72,2,947.4,506,13.31578947368421,4.326315789473685,35,Switzerland,2011-02-28,2011-09-29,2,213,3,At Risk
12461.0,95,2,826.88,287,8.2,4.258857142857143,35,Switzerland,2011-07-08,2011-09-06,2,60,0,Champions
12462.0,19,2,1189.59,536,8.64516129032258,4.689516129032258,51,Spain,2011-02-09,2011-11-21,2,285,3,At Risk
12463.0,54,4,1344.78,776,9.349397590361447,3.0434939759036146,65,Belgium,2011-04-12,2011-10-17,4,188,3,At Risk
12464.0,11,8,1212.05,112,3.8620689655172415,11.832758620689654,6,Belgium,2011-02-03,2011-11-29,7,299,3,At Risk
12465.0,18,2,742.1899999999999,479,10.191489361702128,2.76,46,Belgium,2011-06-23,2011-11-22,2,152,3,At Risk
12468.0,188,2,729.5400000000001,366,9.631578947368421,3.5149999999999997,36,Germany,2011-01-27,2011-06-05,2,129,0,Champions
12472.0,33,7,6572.11,4148,12.23598820058997,2.397669616519174,219,Germany,2010-12-05,2011-11-07,7,337,2,Potential Loyalists
12473.0,30,5,3928.0499999999997,2414,14.455089820359282,8.37125748502994,140,Germany,2011-06-01,2011-11-10,4,162,3,At Risk
12474.0,18,18,7324.09,4833,11.45260663507109,2.8621800947867295,253,Germany,2011-01-14,2011-11-22,17,312,2,Potential Loyalists
12475.0,54,1,723.38,535,14.86111111111111,2.941111111111111,36,Germany,2011-10-17,2011-10-17,1,0,0,Champions
12476.0,16,11,6816.42,2408,10.334763948497853,4.831030042918456,177,Germany,2010-12-13,2011-11-24,10,346,2,Potential Loyalists
12477.0,23,6,13219.74,3653,12.176666666666666,4.3832,191,Germany,2011-02-11,2011-11-17,6,279,2,Potential Loyalists
12478.0,4,1,680.99,236,6.555555555555555,4.537777777777778,36,Greece,2011-12-06,2011-12-06,1,0,0,Champions
12479.0,12,1,527.2,385,12.419354838709678,2.6687096774193546,31,Germany,2011-11-28,2011-11-28,1,0,0,Champions
12480.0,29,4,3281.63,1707,11.084415584415584,3.1344155844155845,129,Germany,2011-01-07,2011-11-11,4,308,3,At Risk
12481.0,23,10,5579.82,3294,15.25,3.423148148148148,150,Germany,2010-12-09,2011-11-17,8,343,2,Potential Loyalists
12483.0,18,8,2484.98,1110,14.8,5.198133333333334,46,Sweden,2011-01-04,2011-11-22,8,322,3,At Risk
12484.0,33,6,4527.32,2187,6.376093294460642,3.1258892128279885,256,Spain,2011-01-07,2011-11-07,6,304,2,Potential Loyalists
12488.0,10,3,1298.66,529,9.618181818181819,3.7347272727272727,46,France,2011-09-25,2011-11-30,3,66,0,Champions
12489.0,337,1,334.93,105,7.0,5.908,15,France,2011-01-07,2011-01-07,1,0,0,Champions
12490.0,6,10,5417.93,3064,12.506122448979593,2.692857142857143,131,France,2011-01-14,2011-12-04,10,324,2,Potential Loyalists
12491.0,39,1,460.40000000000003,260,10.0,3.376923076923077,25,France,2011-11-01,2011-11-01,1,0,0,Champions
12492.0,64,2,263.21000000000004,192,9.6,3.3475,19,Germany,2011-08-26,2011-10-07,2,42,0,Champions
12493.0,166,2,433.74,207,9.409090909090908,4.309090909090909,20,France,2011-05-26,2011-06-27,2,32,0,Champions
12494.0,16,7,1246.1000000000001,707,9.181818181818182,3.862207792207792,63,France,2010-12-09,2011-11-24,7,350,3,At Risk
12497.0,82,1,1043.1,1236,88.28571428571429,2.06,14,Germany,2011-09-19,2011-09-19,1,0,0,Champions
12498.0,22,3,403.70000000000005,159,6.913043478260869,4.197826086956522,21,Germany,2011-10-13,2011-11-18,2,36,0,Champions
12500.0,24,11,4257.82,2678,43.90163934426229,5.63688524590164,34,Germany,2011-01-10,2011-11-16,10,310,3,At Risk
12501.0,337,1,2169.39,1783,11.966442953020135,2.4126845637583894,149,Germany,2011-01-07,2011-01-07,1,0,0,Champions
12502.0,96,5,3723.87,820,5.578231292517007,6.425238095238095,102,Spain,2011-02-03,2011-09-05,5,214,3,At Risk
12504.0,19,2,482.04999999999995,90,10.0,9.011111111111111,6,Germany,2011-11-09,2011-11-21,2,12,0,Champions
12506.0,233,1,73.5,23,1.0,3.1956521739130435,23,France,2011-04-21,2011-04-21,1,0,0,Champions
12507.0,135,3,1304.81,905,41.13636363636363,4.641818181818182,19,Spain,2011-02-14,2011-07-28,3,164,0,Champions
12508.0,27,2,397.88,271,3.985294117647059,1.7400000000000002,57,France,2011-11-10,2011-11-13,2,3,0,Champions
12509.0,285,1,176.5,55,7.857142857142857,5.564285714285715,7,France,2011-02-28,2011-02-28,1,0,0,Champions
12510.0,143,2,982.5699999999999,353,10.696969696969697,4.263333333333334,29,Spain,2011-01-18,2011-07-20,2,183,0,Champions
12512.0,67,2,132.18,96,3.096774193548387,2.640322580645161,31,Israel,2011-10-04,2011-10-04,1,0,0,Champions
12513.0,113,1,612.29,462,13.2,2.180571428571428,35,France,2011-08-19,2011-08-19,1,0,0,Champions
12514.0,268,1,1017.68,440,8.627450980392156,3.296862745098039,51,Italy,2011-03-17,2011-03-17,1,0,0,Champions
12515.0,354,1,383.7,131,8.1875,6.78125,16,Italy,2010-12-21,2010-12-21,1,0,0,Champions
12516.0,78,2,1312.06,875,33.65384615384615,2.725769230769231,20,Germany,2011-06-12,2011-09-23,2,103,0,Champions
12517.0,29,5,2481.6,1361,4.878136200716846,2.3655555555555554,232,Germany,2011-06-02,2011-11-11,4,162,3,At Risk
12518.0,1,5,2056.89,1318,10.629032258064516,2.837177419354839,84,Germany,2011-08-21,2011-12-09,5,110,3,At Risk
12519.0,64,1,330.84,175,10.294117647058824,3.093529411764706,17,Germany,2011-10-07,2011-10-07,1,0,0,Champions
12520.0,80,5,2634.26,1439,9.467105263157896,3.288421052631579,121,Germany,2011-03-11,2011-09-21,5,194,3,At Risk
12521.0,143,1,599.68,309,8.131578947368421,2.995789473684211,38,Germany,2011-07-20,2011-07-20,1,0,0,Champions
12522.0,40,2,192.72,194,16.166666666666668,5.0008333333333335,11,Germany,2011-10-19,2011-10-31,2,12,0,Champions
12523.0,20,11,1789.77,865,8.160377358490566,4.935471698113207,84,France,2011-01-12,2011-11-20,11,312,3,At Risk
12524.0,10,8,4485.72,3699,25.6875,2.9170833333333333,113,Germany,2011-01-10,2011-11-30,8,324,2,Potential Loyalists
12526.0,1,3,1316.66,632,8.901408450704226,3.3538028169014087,64,Germany,2011-09-06,2011-12-09,3,94,3,At Risk
12527.0,82,3,348.71000000000004,234,13.0,2.9294444444444445,18,Germany,2011-01-18,2011-09-19,3,244,3,At Risk
12528.0,10,6,1933.48,756,8.217391304347826,5.487934782608695,50,Germany,2011-01-31,2011-11-30,6,303,3,At Risk
12530.0,60,4,1662.28,913,13.833333333333334,3.8854545454545453,51,Germany,2011-01-07,2011-10-11,4,277,3,At Risk
12531.0,15,1,125.22,45,2.6470588235294117,3.8094117647058825,17,Germany,2011-11-25,2011-11-25,1,0,0,Champions
12532.0,31,1,349.83000000000004,153,9.5625,3.698125,16,France,2011-11-09,2011-11-09,1,0,0,Champions
12534.0,131,1,1089.18,651,10.333333333333334,3.035396825396825,63,Germany,2011-08-01,2011-08-01,1,0,0,Champions
12535.0,92,2,716.35,219,6.4411764705882355,4.451470588235294,28,France,2011-06-06,2011-09-09,2,95,0,Champions
12536.0,44,3,12601.830000000002,2803,10.739463601532567,34.75452107279693,260,France,2011-10-11,2011-10-27,2,16,2,Potential Loyalists
12538.0,30,1,363.95,191,9.095238095238095,3.6433333333333335,21,Spain,2011-11-10,2011-11-10,1,0,0,Champions
12539.0,23,4,5568.35,2067,7.571428571428571,4.176520146520147,157,Spain,2011-01-10,2011-11-17,4,311,3,At Risk
12540.0,20,17,13400.24,6685,13.985355648535565,3.847050209205021,277,Spain,2010-12-13,2011-11-20,17,342,2,Potential Loyalists
12541.0,30,3,981.18,680,13.076923076923077,3.615769230769231,46,Spain,2011-03-04,2011-11-10,3,251,3,At Risk
12544.0,37,1,372.7,136,7.157894736842105,4.106315789473685,19,Spain,2011-11-03,2011-11-03,1,0,0,Champions
12545.0,76,2,1000.39,523,10.46,4.0238,42,Spain,2011-03-25,2011-09-25,2,184,3,At Risk
12546.0,47,2,1161.5,633,9.173913043478262,3.199275362318841,59,Spain,2011-09-23,2011-10-24,2,31,0,Champions
12547.0,198,2,207.79999999999998,134,16.75,7.95,7,Spain,2011-03-04,2011-05-26,2,83,0,Champions
12548.0,167,1,95.19999999999999,49,9.8,6.720000000000001,5,Spain,2011-06-26,2011-06-26,1,0,0,Champions
12550.0,80,1,964.83,569,9.982456140350877,3.0903508771929826,57,Spain,2011-09-21,2011-09-21,1,0,0,Champions
12551.0,358,1,168.0,100,10.0,1.6800000000000002,10,Spain,2010-12-17,2010-12-17,1,0,0,Champions
12552.0,39,2,437.82,88,4.4,9.1155,20,Italy,2011-10-31,2011-11-01,2,1,0,Champions
12553.0,9,10,3692.28,1965,10.287958115183246,3.1996335078534033,95,France,2011-01-14,2011-12-01,10,321,3,At Risk
12556.0,51,2,599.56,355,2.9831932773109244,2.6860504201680673,100,Spain,2011-07-11,2011-10-20,2,101,3,At Risk
12557.0,17,5,11990.960000000001,4384,132.84848484848484,2.1766666666666667,15,Spain,2010-12-03,2011-11-23,5,355,2,Potential Loyalists
12558.0,8,1,269.96,196,17.818181818181817,1.25,11,USA,2011-12-02,2011-12-02,1,0,0,Champions
12559.0,311,2,561.71,283,13.476190476190476,3.5490476190476192,21,Germany,2011-01-24,2011-02-02,2,9,0,Champions
12560.0,6,3,2134.01,1110,10.571428571428571,2.8562857142857143,91,Germany,2011-07-19,2011-12-04,3,138,3,At Risk
12561.0,303,1,238.85,177,11.0625,2.964375,16,Germany,2011-02-10,2011-02-10,1,0,0,Champions
12562.0,9,7,3781.7400000000002,1779,10.589285714285714,3.188214285714286,99,France,2011-05-25,2011-12-01,7,190,3,At Risk
12564.0,262,1,456.9,133,6.333333333333333,5.576190476190476,21,France,2011-03-23,2011-03-23,1,0,0,Champions
12565.0,289,1,145.92,80,8.88888888888889,2.351111111111111,9,Saudi Arabia,2011-02-24,2011-02-24,1,0,0,Champions
12566.0,87,1,351.65,265,13.947368421052632,3.903684210526316,19,Germany,2011-09-14,2011-09-14,1,0,0,Champions
12571.0,40,2,519.61,523,15.382352941176471,1.3205882352941176,31,France,2011-08-10,2011-10-31,2,82,0,Champions
12572.0,9,2,1020.42,452,7.533333333333333,4.227833333333334,53,Germany,2011-10-19,2011-12-01,2,43,0,Champions
12573.0,228,1,160.54000000000002,84,3.0,2.0964285714285715,26,France,2011-04-26,2011-04-26,1,0,0,Champions
12574.0,316,1,218.45,61,5.545454545454546,5.2,11,France,2011-01-28,2011-01-28,1,0,0,Champions
12576.0,36,5,1315.83,967,10.988636363636363,2.4045454545454543,72,Poland,2011-02-08,2011-11-04,5,269,3,At Risk
12577.0,36,3,626.6,469,3.212328767123288,1.736095890410959,137,France,2010-12-15,2011-11-04,2,324,3,At Risk
12578.0,22,2,2794.51,1196,10.491228070175438,3.157017543859649,111,Italy,2011-01-13,2011-11-18,2,309,3,At Risk
12579.0,79,1,440.42,285,9.827586206896552,3.3386206896551722,29,France,2011-09-22,2011-09-22,1,0,0,Champions
12580.0,247,1,415.7,238,9.916666666666666,2.6075,24,Germany,2011-04-07,2011-04-07,1,0,0,Champions
12581.0,40,1,197.71,161,10.733333333333333,2.8926666666666665,15,Germany,2011-10-31,2011-10-31,1,0,0,Champions
12582.0,239,2,511.36,300,13.636363636363637,5.2318181818181815,21,Finland,2011-02-24,2011-04-15,2,50,0,Champions
12583.0,3,15,7281.38,5060,20.48582995951417,3.103603238866397,115,France,2010-12-01,2011-12-07,15,371,2,Potential Loyalists
12584.0,4,9,2338.15,416,4.333333333333333,7.484375,44,Italy,2011-03-04,2011-12-06,9,277,3,At Risk
12585.0,235,2,2040.1,1279,14.701149425287356,3.4639080459770115,77,Germany,2010-12-23,2011-04-19,2,117,0,Champions
12586.0,18,1,196.94000000000003,79,7.181818181818182,4.190909090909091,11,Italy,2011-11-22,2011-11-22,1,0,0,Champions
12587.0,8,1,144.0,51,12.75,11.56,4,Finland,2011-12-02,2011-12-02,1,0,0,Champions
12588.0,40,1,214.89999999999998,53,5.3,9.58,10,Finland,2011-10-31,2011-10-31,1,0,0,Champions
12589.0,29,2,646.68,306,8.742857142857142,4.502857142857143,29,France,2011-07-18,2011-11-11,2,116,0,Champions
12590.0,212,2,9864.26,4283,62.98529411764706,10.54735294117647,68,Germany,2011-05-12,2011-05-12,1,0,2,Potential Loyalists
12591.0,318,1,452.84999999999997,228,8.76923076923077,3.7807692307692307,26,Italy,2011-01-26,2011-01-26,1,0,0,Champions
12592.0,93,2,437.6,290,16.11111111111111,3.311111111111111,11,Germany,2011-05-10,2011-09-08,2,121,0,Champions
12593.0,109,3,418.09999999999997,206,9.80952380952381,2.6523809523809527,14,France,2011-05-05,2011-08-23,3,110,0,Champions
12594.0,38,10,3338.2200000000003,1777,15.059322033898304,3.023135593220339,50,Italy,2011-01-21,2011-11-02,9,285,3,At Risk
12596.0,52,2,618.27,474,17.555555555555557,4.405555555555556,25,Spain,2011-04-11,2011-10-19,2,191,3,At Risk
12597.0,20,4,3811.22,2236,10.854368932038835,3.9420873786407764,184,Spain,2011-03-16,2011-11-20,4,249,3,At Risk
12598.0,10,8,3023.08,1964,14.878787878787879,2.8425757575757578,84,France,2011-02-28,2011-11-30,7,275,3,At Risk
12599.0,30,7,1032.58,956,15.419354838709678,2.9962903225806454,32,France,2011-02-08,2011-11-10,7,275,3,At Risk
12600.0,29,10,2599.04,774,12.09375,5.47375,32,Germany,2010-12-03,2011-11-11,10,343,3,At Risk
12601.0,190,5,577.0600000000001,245,8.75,6.511071428571428,21,Germany,2011-01-11,2011-06-03,5,143,0,Champions
12602.0,59,1,153.12,162,13.5,1.9708333333333332,12,France,2011-10-12,2011-10-12,1,0,0,Champions
12603.0,22,1,739.1999999999999,64,21.333333333333332,9.65,3,Germany,2011-11-18,2011-11-18,1,0,0,Champions
12604.0,80,2,254.18,201,12.5625,2.59125,15,France,2011-03-23,2011-09-21,2,182,0,Champions
12607.0,61,1,1579.51,1228,12.158415841584159,2.1577227722772276,101,USA,2011-10-10,2011-10-10,1,0,0,Champions
12609.0,79,3,1126.85,648,10.8,3.5178333333333334,57,Germany,2011-01-25,2011-09-22,3,240,3,At Risk
12610.0,23,5,2099.54,1049,9.89622641509434,5.024716981132076,85,Italy,2011-08-05,2011-11-17,5,104,3,At Risk
12611.0,53,1,1193.32,846,13.015384615384615,2.675076923076923,65,Italy,2011-10-18,2011-10-18,1,0,0,Champions
12612.0,75,1,704.0400000000001,262,13.789473684210526,4.4389473684210525,19,Germany,2011-09-26,2011-09-26,1,0,0,Champions
12613.0,58,5,3344.38,1644,10.745098039215685,2.8726143790849674,124,Germany,2011-03-22,2011-10-13,3,205,3,At Risk
12614.0,278,1,315.6,76,3.8,5.61,20,Germany,2011-03-07,2011-03-07,1,0,0,Champions
12615.0,3,4,2291.19,1376,13.104761904761904,3.0896190476190477,82,France,2011-06-24,2011-12-07,4,166,3,At Risk
12616.0,96,2,713.3,284,8.875,3.8203125,25,France,2011-02-15,2011-09-05,2,202,0,Champions
12617.0,30,1,352.98,210,5.121951219512195,1.928780487804878,39,France,2011-11-10,2011-11-10,1,0,0,Champions
12618.0,22,1,177.31,96,8.727272727272727,6.6381818181818195,11,Italy,2011-11-18,2011-11-18,1,0,0,Champions
12619.0,17,9,3641.24,3378,37.53333333333333,7.056555555555556,50,Germany,2011-03-31,2011-11-23,9,237,3,At Risk
12620.0,15,3,1339.41,1181,12.83695652173913,2.1478260869565218,89,France,2011-05-19,2011-11-25,3,190,3,At Risk
12621.0,2,20,13689.67,7440,15.931477516059957,2.8922912205567455,261,Germany,2010-12-09,2011-12-08,17,364,2,Potential Loyalists
12622.0,233,1,180.1,69,6.2727272727272725,5.739090909090909,11,Germany,2011-04-21,2011-04-21,1,0,0,Champions
12623.0,277,1,305.1,191,10.61111111111111,2.628888888888889,18,Germany,2011-03-08,2011-03-08,1,0,0,Champions
12624.0,107,2,641.13,355,9.342105263157896,3.8721052631578945,36,France,2011-06-15,2011-08-25,2,71,0,Champions
